Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Arab World,ARB,"Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)",NV.AGR.EMPL.KD,,3371.729329,3358.097531,3413.832386,3494.529114,3393.016806,3793.547452,3807.72746,4095.660926,4213.947861,4048.472528,4234.780622,4388.000207,4302.955633,4237.368418,4323.898218,4515.604304,4256.558962,4306.252639,4635.512736,4906.752074,5126.63391,5386.084167,5556.236629,5547.095506,5627.78446,5677.981646,,
Arab World,ARB,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1753.599989,1562.200001,1970.600016,2225.699981,2637.099971,2924.400073,2919.999978,3156.50006,3255.200013,3685.199973,4069.469,3977.352,4574.315,5348.805,6842.743,7614.616,8798.176,10073.09,13176.421,14557.538,15792.09456,17136.92745,19711.76462,22234.01364,24698.89969,25918.4579,27869.69502,30246.2152,
Arab World,ARB,"Air transport, passengers carried",IS.AIR.PSGR,31484000,28835100,33877100,34017400,35968300,35918200,38024200,39692100,40403700,43269900,45723758,46769231,49871837,52465002,60950501,43608649,47875367,51722644,53542019,95372047,126796491.9,135837641.4,152014159.7,166209279.1,181627311.1,195957046,214318723,224000311,
Arab World,ARB,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,44.47,,,
Arab World,ARB,tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53237253,4.898731272,
Arab World,ARB,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,5.377980835,5.787351816,
Arab World,ARB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,,,,,,,,,,,,,,,,,,,,,0.663752188,,,,,,0.614834444,,
Arab World,ARB,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,,,,,,,,,,,,,,,,,,,,,0.132539732,,,,,,0.116554038,,
Arab World,ARB,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,,,,,,,,,,,,,,,,,,,,,1.160590029,,,,,,1.084824452,,
Arab World,ARB,Total fisheries production (metric tons),ER.FSH.PROD.MT,1606025.06,1659237.55,1648220.81,1742518.35,1955875.51,2111049.72,1901250.81,2112098.5,2150377.7,2306894.93,2571907.93,2933991.6,2865191.47,2989435.22,3105230.5,3267636.1,3122025.4,3168870.7,3248191.765,3532306.56,3733628.73,3653198.624,4052654.72,4191240.6,4290512.91,4346243.99,4841114.06,,
Arab World,ARB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,24.39665051,20.50739568,21.15210126,20.55624132,18.67648671,19.42700022,22.63952948,19.57906541,13.11284126,16.8678202,26.35758187,21.66496263,20.88259698,23.99756462,29.39688125,36.1133596,36.75051084,33.88656215,38.28808107,24.66881469,28.3791531,36.23550298,35.46831637,32.51105346,28.92543819,17.01316152,13.99056027,17.65126475,
Arab World,ARB,Trained teachers in lower secondary education (% of total teachers),SE.SEC.TCAQ.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,81.06755829,79.52918243,81.50005341,81.45861053,80.44010925,79.81069183,
Arab World,ARB,"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,81.23355865,79.57302094,81.78177643,81.84526062,81.13671875,80.38456726,
Arab World,ARB,"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,80.91345978,79.4879837,81.23159027,81.08425903,79.74249268,79.23396301,
Arab World,ARB,Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS,,,,,,,,,,,,,,,93.66274261,92.55329132,92.48129272,92.96814728,91.01007843,90.27416229,,,83.37550354,82.71025085,82.54013062,83.63729095,85.3657074,83.20059204,
Arab World,ARB,"Trained teachers in preprimary education, female (% of female teachers)",SE.PRE.TCAQ.FE.ZS,,,,,,,,,,,,,,,93.34375,91.67842865,92.17534637,92.4257431,90.70471954,90.78910065,,,82.83746338,82.04942322,82.31329346,83.43083191,85.04646301,83.08680725,
Arab World,ARB,"Trained teachers in preprimary education, male (% of male teachers)",SE.PRE.TCAQ.MA.ZS,,,,,,,,,,,,,,,95.54177094,98.33879089,94.45410919,97.68882751,93.99658966,86.51760101,,,89.18309021,89.85520172,85.00932312,85.94538879,89.30027008,84.54138184,
Arab World,ARB,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,,,,,,,,,,,,,,,,95.71009064,94.10182953,92.52681732,92.07891846,93.16825867,92.87574768,90.06751251,85.0629425,83.63294983,85.7091217,84.70274353,84.41139221,83.16676331,
Arab World,ARB,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,,,,,,,,,,,,,,,,97.61894226,95.62339783,93.77681732,94.48969269,96.92308807,95.92656708,92.01490784,85.63999939,83.76622009,85.80200195,84.90357208,84.64930725,82.8625412,
Arab World,ARB,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,,,,,,,,,,,,,,,,93.34333801,92.15516663,90.89021301,88.95284271,88.34107971,88.86519623,87.39557648,84.22609711,83.43501282,85.56743622,84.39086151,84.03505707,83.66397095,
Arab World,ARB,Trained teachers in secondary education (% of total teachers),SE.SEC.TCAQ.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,80.18939972,79.68981171,79.40167236,
Arab World,ARB,"Trained teachers in secondary education, female (% of female teachers)",SE.SEC.TCAQ.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,81.49623108,80.92469025,80.4058609,
Arab World,ARB,"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,79.04634094,78.60330963,78.50647736,
Arab World,ARB,Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,78.70649719,78.83956909,78.91300201,
Arab World,ARB,"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,81.03713226,80.64602661,80.43511963,
Arab World,ARB,"Trained teachers in upper secondary education, male (% of male teachers)",SE.SEC.TCAQ.UP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,76.89778137,77.46891785,77.73845673,
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,15.83403026,14.86488019,16.53064303,17.34145206,17.76595093,16.35175312,16.51472553,16.51825014,16.52070001,17.86967129,17.71424229,18.30751986,18.05673843,17.87782212,17.85221078,17.01814589,15.76676371,15.73746006,17.48476911,17.65568544,18.15794446,18.63455023,18.53854646,18.54823068,18.8533497,18.77502369,18.71157064,18.72526952
Arab World,ARB,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,16.41644741,17.48919867,19.19395046,19.29613892,,19.19594377,,19.33302476,,18.94534979,,
Arab World,ARB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,10.60412357,11.31271922,12.05357857,12.03967701,12.32614162,11.71963722,11.01418125,11.09369936,11.28132083,11.46013845,11.24622761,11.1801549,11.12273607,9.89452276,9.62010521,8.711953842,8.333124393,7.915470612,7.21488784,7.080084973,8.036438761,8.150491997,8.13326276,8.127927124,8.059701772,7.738114464,7.742518934,7.720670997
Arab World,ARB,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,7.306687942,7.708952724,7.01093992,6.695821966,,8.369744016,,8.440423187,,7.127436547,,
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,11.62469705,12.00524148,12.93117359,13.0921457,13.40627124,12.63850663,12.09916929,12.16102344,12.33077391,12.74993047,12.55037922,12.59159812,12.50740367,11.49354817,11.27080035,10.38299803,9.851812979,9.48183473,9.280123006,9.1985164,10.06643732,10.26379338,10.24914208,10.24761509,10.24829462,9.990830486,9.975418876,9.960055422
Arab World,ARB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,10.53498256,9.706491955,9.946508881,9.555892199,9.34342477,11.19781795,10.74010228,,10.64544837,,9.629046987,,
Arab World,ARB,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,,28.58973092,27.33400797,30.10430001,31.492831,33.0267362,30.60749418,31.04336589,31.37267283,30.53219333,34.10587954,34.92384323,33.0207846,33.01788566,33.92535187,35.29678305,35.35499324,34.1222938,35.61681422,37.04894336,38.28474341,38.28912809,40.07152099,39.09973954,38.28230123,38.24716077,37.78388294,37.39168664,37.83488421
Arab World,ARB,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,44.12357913,,42.18200212,,,,
Arab World,ARB,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,,22.88930912,24.36410923,25.96800676,25.95819977,26.42572679,25.07324215,23.63480049,23.57589954,23.53474281,24.40806272,24.84477629,25.20538508,25.1388955,22.90785361,22.95155135,21.31054061,20.04695396,19.79500412,18.37075428,18.41921581,20.71322853,22.20709955,22.26471508,22.10969304,23.50944628,22.70499222,22.6339329,22.52586277
Arab World,ARB,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,23.6420712,,23.03995331,,,,
Arab World,ARB,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,24.73408148,25.44765562,27.43541965,27.8136345,28.43851079,26.68057259,25.67365678,25.66519159,25.49627185,27.1250793,27.67227048,27.43680139,27.31193014,25.95533061,26.19255476,24.91938242,23.40512249,23.50620565,22.80228362,22.98733016,24.63802495,26.21832273,26.03049401,25.70773153,26.68481416,25.97112053,25.86800796,25.95887189
Arab World,ARB,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,,,,,,,,,,,,,,,,,,23.3083676,,,,,28.0358009,,26.65187059,,,,
Arab World,ARB,Urban population,SP.URB.TOTL,113041765,116971090,119060481,123087723,126834480,131947030,135383435,138899488,142493381,146181152,149981223,153924351,157985738,162267754,166820459,171813698,177187320,182461557,188436906,194562734,200779074,206785185,212686294,218605128,224499427,230602125,236606830,242542106,
Arab World,ARB,Urban population (% of total),SP.URB.TOTL.IN.ZS,50.29992622,50.67415731,50.65602051,51.01318636,51.25952403,51.7379138,51.90217697,52.1052045,52.3420224,52.59017157,52.84154529,53.10476535,53.36876822,53.65384788,53.95890979,54.32591208,54.72574165,55.01566941,55.4510811,55.8855303,56.31810823,56.66964106,56.97356342,57.27113797,57.5576053,57.89587092,58.21263718,58.51552604,
Arab World,ARB,Urban population growth (annual %),SP.URB.GROW,4.788153347,3.475994028,1.786245644,3.382517831,3.043972956,4.0308834,2.604382228,2.597107246,2.587405506,2.588029685,2.599562904,2.629081108,2.638560419,2.710381364,2.805674503,2.99318143,3.127586486,2.976644717,3.274853672,3.250864244,3.195031172,2.991402879,2.853738772,2.782893946,2.696322385,2.71835794,2.6039244,2.508497324,
Arab World,ARB,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,51.72771343,51.11811479,51.46576441,51.74671656,53.62404942,54.32864452,54.77639406,56.35313892,57.39671525,55.95826108,58.45730995,59.99239999,57.50976668,55.82351658,56.94408791,58.58919012,57.46000777,59.23343382,59.69182624,60.61866568,61.80450922,63.19276529,62.4717747,62.43658263,63.11640572,66.98408149,66.39777967,66.55775702
Arab World,ARB,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,,60.45953578,60.47529193,60.71366866,61.09566825,61.55997424,62.12850792,62.65108912,62.46425135,62.65969027,62.86977046,62.84714365,62.3902938,62.45218064,62.76700951,64.19209908,65.67893071,65.52599511,66.62080745,67.03167166,67.98817097,67.9793012,68.65711891,68.95626351,69.12604474,69.65423837,70.71918546,70.54058008,70.60369849
Arab World,ARB,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,58.83619868,58.70995892,58.9749163,59.33041144,60.06372973,60.64692661,61.17626377,61.32252248,61.65692423,61.56106891,62.01600212,61.94954422,61.53086679,61.47827737,62.84650054,64.35862929,63.98627815,65.24353924,65.68886573,66.64940277,66.85147884,67.65747934,67.75888506,67.89078041,68.45575112,70.03125245,69.77887689,69.85983988
Arab World,ARB,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,3.785879467,23.93260568,14.49794041,,52.56381927,2.878507867,,,,63.35173519,4.423494775,17.12584041,9.752673406,41.99403179,,30.62339017,20.95729003,24.76224488,,,3.708913502,3.567486066,18.21003662,,,27.36087942,,,
Arab World,ARB,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,78.31280462,79.48673597,80.65096811,81.63024042,82.73997912,83.65595522,84.58534046,85.53639208,86.35572493,87.18430933,87.92795603,88.66608617,89.26001383,89.87938087,90.49331231,91.01359416,91.50592308,,
Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,76.93451563,79.97517829,80.79429208,81.86284749,82.3787406,83.15428232,85.82487727,84.63400591,85.29306611,86.45337933,87.15004827,88.75958463,88.62112761,88.93760837,89.50823308,90.10656897,90.03914387,91.26551039,92.31475504,92.36868097,93.11451107,92.67709519,93.6253228,94.67222251,95.55792271,95.56868404,96.01630931,,
Caribbean small states,CSS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,65.84924333,72.91352918,73.85603374,74.39807016,75.65927923,76.54495416,78.43083712,78.26693166,79.01451272,81.24971073,82.4840967,83.84053106,84.09855236,83.36926815,83.96844094,84.95789546,84.15399794,85.76872515,86.91493068,86.42668302,88.14712119,86.68624266,88.45573604,90.49892348,91.97131582,92.19376201,93.07490089,,
Caribbean small states,CSS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,89.38097614,90.44644124,90.88417685,91.65059501,91.74669123,92.1746786,94.2085101,93.0219239,93.39340987,92.87818905,94.47101491,94.84419784,94.90668493,95.55846057,95.94776848,95.95930564,96.27627063,97.16261013,98.11135203,98.09966515,98.31201149,98.43763265,98.58673162,98.6624406,98.97785096,98.75122018,98.79089947,,
Caribbean small states,CSS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,,,,,,,,14.87297697,14.33657354,14.89746973,12.12322926,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,86.51211571,85.15310016,83.80327962,82.60041672,81.3579445,80.04123529,78.61279909,77.06334513,75.33183335,73.61476648,71.98222375,70.48665832,69.11069997,67.95750075,66.87216218,65.83507809,64.85299093,63.87224487,62.73169718,61.54816175,60.28361333,58.97198136,57.57641448,56.43607681,55.25675793,54.05760745,52.80646772,51.53344875,
Caribbean small states,CSS,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,11.72373962,11.90890026,11.79990959,11.49166965,12.46699047,12.68179035,12.90221024,13.13492012,13.10612965,12.12578011,12.88002014,13.8316803,13.79563999,13.05648041,10.46920013,10.51375008,9.887260437,9.948320389,9.324199677,9.15392971,8.444499969,7.350009918,7.09017992,13.21376991,12.25582981,12.00072002,12.26700974,11.93391037,
Caribbean small states,CSS,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,10.5166502,10.65314007,10.47089958,10.26826954,11.23908997,11.5160799,11.8129797,12.11079025,12.16967964,11.37922001,12.05414009,13.60702991,12.93089008,12.13930988,9.861680031,9.758649826,9.095069885,9.13187027,8.552049637,8.449310303,7.393899918,6.390540123,6.233520031,11.21529961,10.49322987,10.05461979,10.29724026,10.53894043,
Caribbean small states,CSS,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,12.91069031,13.14735985,13.11126995,12.69824028,13.67660046,13.82849026,13.97214031,14.14301968,14.02985001,12.86305046,13.69581032,14.05340958,14.64120007,13.94591045,11.05548954,11.2416296,10.65168953,10.73840046,10.07147026,9.83493042,9.458080292,8.274149895,7.913730145,15.13142014,13.94491005,13.86435986,14.15283966,13.26867962,
Caribbean small states,CSS,"Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)",NV.AGR.EMPL.KD,,4379.931716,4575.816246,4872.272677,4881.411251,5198.830396,5557.31289,5482.83924,5387.264631,5699.145555,5430.577098,5625.444984,5826.453447,5941.678277,5937.587752,5561.706787,5818.569478,5614.720351,5422.017797,5932.561421,6038.183635,6240.334927,6349.66736,6187.820862,6101.469762,6296.650182,6484.166557,,
Caribbean small states,CSS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,52.19999902,54.80000131,55.09999849,43.30000006,84.40000115,85.99999724,76.39999805,73.99999996,104.2999988,119.9000001,108.797,99.33,118.334,109.331,108.483,91.545,88.815,90.58,94.014,116.23,43.3658556,43.01739496,44.26515082,77.05199862,,70.10195896,52.44771965,67.69328846,
Caribbean small states,CSS,"Air transport, passengers carried",IS.AIR.PSGR,4412200,4461200,4324000,4455100,4779300,5123200,4681700,4566100,4607700,6250100,6769190,6579219,6306172,6210378,5043466,4742561,4645698,4918479,4978399,4424144,4996231,5829441.176,5920044.896,5475499.6,6162872.329,5845803,5986259,5816851,
Caribbean small states,CSS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,85.11,,,,
Caribbean small states,CSS,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Caribbean small states,CSS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
